EXPERIMENT_ID,API_TYPE,QUERY_TYPE,REPOSITORY,EXECUTION_TIME_MS,RESPONSE_SIZE_BYTES,TIMESTAMP
114,REST,Basic,EbookFoundation/free-programming-books,329.21549999999115,7460,2024-11-14T17:47:37.662Z
114,GRAPHQL,Basic,EbookFoundation/free-programming-books,306.51591700001154,149,2024-11-14T17:47:37.968Z
115,REST,Basic,EbookFoundation/free-programming-books,431.87579099999857,7460,2024-11-14T17:47:39.402Z
115,GRAPHQL,Basic,EbookFoundation/free-programming-books,411.11337500001537,149,2024-11-14T17:47:39.813Z
116,REST,Basic,EbookFoundation/free-programming-books,328.84775000001537,7460,2024-11-14T17:47:41.143Z
116,GRAPHQL,Basic,EbookFoundation/free-programming-books,306.85679200000595,149,2024-11-14T17:47:41.450Z
117,REST,Basic,EbookFoundation/free-programming-books,323.65466699999524,7460,2024-11-14T17:47:42.775Z
117,GRAPHQL,Basic,EbookFoundation/free-programming-books,314.368083999987,149,2024-11-14T17:47:43.089Z
118,REST,Basic,EbookFoundation/free-programming-books,431.35349999999744,7460,2024-11-14T17:47:44.521Z
118,GRAPHQL,Basic,EbookFoundation/free-programming-books,307.7516659999965,149,2024-11-14T17:47:44.829Z
119,REST,Basic,EbookFoundation/free-programming-books,317.77170800001477,7460,2024-11-14T17:47:46.148Z
119,GRAPHQL,Basic,EbookFoundation/free-programming-books,295.700708999997,149,2024-11-14T17:47:46.444Z
120,REST,Basic,EbookFoundation/free-programming-books,339.7839169999934,7460,2024-11-14T17:47:47.785Z
120,GRAPHQL,Basic,EbookFoundation/free-programming-books,323.10450000001583,149,2024-11-14T17:47:48.108Z
121,REST,Medium,EbookFoundation/free-programming-books,676.5656670000171,130873,2024-11-14T17:47:49.786Z
121,GRAPHQL,Medium,EbookFoundation/free-programming-books,307.25266600001487,4087,2024-11-14T17:47:50.093Z
122,REST,Medium,EbookFoundation/free-programming-books,426.99183400001493,130873,2024-11-14T17:47:51.522Z
122,GRAPHQL,Medium,EbookFoundation/free-programming-books,376.2195420000062,4087,2024-11-14T17:47:51.898Z
123,REST,Medium,EbookFoundation/free-programming-books,473.23475000000326,130873,2024-11-14T17:47:53.372Z
123,GRAPHQL,Medium,EbookFoundation/free-programming-books,468.7046670000127,4087,2024-11-14T17:47:53.841Z
124,REST,Medium,EbookFoundation/free-programming-books,492.2432909999916,130873,2024-11-14T17:47:55.336Z
124,GRAPHQL,Medium,EbookFoundation/free-programming-books,350.8373750000028,4087,2024-11-14T17:47:55.687Z
125,REST,Medium,EbookFoundation/free-programming-books,436.5323340000177,130873,2024-11-14T17:47:57.124Z
125,GRAPHQL,Medium,EbookFoundation/free-programming-books,405.2716670000227,4087,2024-11-14T17:47:57.530Z
126,REST,Medium,EbookFoundation/free-programming-books,433.13474999999744,130873,2024-11-14T17:47:58.965Z
126,GRAPHQL,Medium,EbookFoundation/free-programming-books,406.29558299999917,4087,2024-11-14T17:47:59.372Z
127,REST,Medium,EbookFoundation/free-programming-books,414.44779199999175,130873,2024-11-14T17:48:00.789Z
127,GRAPHQL,Medium,EbookFoundation/free-programming-books,314.15708400000585,4087,2024-11-14T17:48:01.103Z
128,REST,Medium,EbookFoundation/free-programming-books,501.41300000000047,130873,2024-11-14T17:48:02.606Z
128,GRAPHQL,Medium,EbookFoundation/free-programming-books,420.0339999999851,4087,2024-11-14T17:48:03.026Z
129,REST,Medium,EbookFoundation/free-programming-books,377.590750000003,130873,2024-11-14T17:48:04.406Z
129,GRAPHQL,Medium,EbookFoundation/free-programming-books,395.2829170000041,4087,2024-11-14T17:48:04.801Z
130,REST,Medium,EbookFoundation/free-programming-books,434.3109589999949,130873,2024-11-14T17:48:06.238Z
130,GRAPHQL,Medium,EbookFoundation/free-programming-books,406.1035839999968,4087,2024-11-14T17:48:06.644Z
131,REST,Medium,EbookFoundation/free-programming-books,426.78141699999105,130873,2024-11-14T17:48:08.073Z
131,GRAPHQL,Medium,EbookFoundation/free-programming-books,413.1712909999769,4087,2024-11-14T17:48:08.486Z
132,REST,Medium,EbookFoundation/free-programming-books,464.0498340000049,130873,2024-11-14T17:48:09.952Z
132,GRAPHQL,Medium,EbookFoundation/free-programming-books,378.28958399998373,4087,2024-11-14T17:48:10.330Z
133,REST,Medium,EbookFoundation/free-programming-books,436.10195800001384,130873,2024-11-14T17:48:11.767Z
133,GRAPHQL,Medium,EbookFoundation/free-programming-books,313.37812499998836,4087,2024-11-14T17:48:12.081Z
134,REST,Medium,EbookFoundation/free-programming-books,429.60229200002505,130873,2024-11-14T17:48:13.513Z
134,GRAPHQL,Medium,EbookFoundation/free-programming-books,402.81587500000023,4087,2024-11-14T17:48:13.916Z
135,REST,Medium,EbookFoundation/free-programming-books,430.53162500000326,130873,2024-11-14T17:48:15.349Z
135,GRAPHQL,Medium,EbookFoundation/free-programming-books,363.21383299998706,4087,2024-11-14T17:48:15.713Z
136,REST,Medium,EbookFoundation/free-programming-books,470.17887500001234,130873,2024-11-14T17:48:17.185Z
136,GRAPHQL,Medium,EbookFoundation/free-programming-books,337.41150000001653,4087,2024-11-14T17:48:17.522Z
137,REST,Medium,EbookFoundation/free-programming-books,435.2864999999874,130873,2024-11-14T17:48:18.959Z
137,GRAPHQL,Medium,EbookFoundation/free-programming-books,315.9961670000048,4087,2024-11-14T17:48:19.275Z
138,REST,Medium,EbookFoundation/free-programming-books,396.76016599999275,130873,2024-11-14T17:48:20.675Z
138,GRAPHQL,Medium,EbookFoundation/free-programming-books,351.33554199998616,4087,2024-11-14T17:48:21.026Z
139,REST,Medium,EbookFoundation/free-programming-books,389.8592500000086,130873,2024-11-14T17:48:22.418Z
139,GRAPHQL,Medium,EbookFoundation/free-programming-books,396.9139160000195,4087,2024-11-14T17:48:22.815Z
140,REST,Medium,EbookFoundation/free-programming-books,441.89958299999125,130873,2024-11-14T17:48:24.259Z
140,GRAPHQL,Medium,EbookFoundation/free-programming-books,406.2066250000207,4087,2024-11-14T17:48:24.665Z
141,REST,Medium,EbookFoundation/free-programming-books,435.1681669999962,130873,2024-11-14T17:48:26.102Z
141,GRAPHQL,Medium,EbookFoundation/free-programming-books,466.19754100003047,4087,2024-11-14T17:48:26.568Z
142,REST,Medium,EbookFoundation/free-programming-books,391.41970800003037,130873,2024-11-14T17:48:27.962Z
142,GRAPHQL,Medium,EbookFoundation/free-programming-books,390.356334000011,4087,2024-11-14T17:48:28.352Z
143,REST,Medium,EbookFoundation/free-programming-books,478.1535830000066,130873,2024-11-14T17:48:29.833Z
143,GRAPHQL,Medium,EbookFoundation/free-programming-books,464.7773750000051,4087,2024-11-14T17:48:30.298Z
144,REST,Medium,EbookFoundation/free-programming-books,434.1123750000261,130873,2024-11-14T17:48:31.734Z
144,GRAPHQL,Medium,EbookFoundation/free-programming-books,408.5431669999962,4087,2024-11-14T17:48:32.143Z
145,REST,Medium,EbookFoundation/free-programming-books,414.0332499999786,130873,2024-11-14T17:48:33.559Z
145,GRAPHQL,Medium,EbookFoundation/free-programming-books,426.84766700002365,4087,2024-11-14T17:48:33.985Z
146,REST,Medium,EbookFoundation/free-programming-books,387.43316600000253,130873,2024-11-14T17:48:35.374Z
146,GRAPHQL,Medium,EbookFoundation/free-programming-books,450.3336249999702,4087,2024-11-14T17:48:35.825Z
147,REST,Medium,EbookFoundation/free-programming-books,426.2515410000342,130873,2024-11-14T17:48:37.253Z
147,GRAPHQL,Medium,EbookFoundation/free-programming-books,417.8917089999886,4087,2024-11-14T17:48:37.671Z
148,REST,Medium,EbookFoundation/free-programming-books,405.1260839999886,130873,2024-11-14T17:48:39.079Z
148,GRAPHQL,Medium,EbookFoundation/free-programming-books,330.92283400002634,4087,2024-11-14T17:48:39.410Z
149,REST,Medium,EbookFoundation/free-programming-books,436.6324579999782,130873,2024-11-14T17:48:40.849Z
149,GRAPHQL,Medium,EbookFoundation/free-programming-books,405.6770419999957,4087,2024-11-14T17:48:41.254Z
150,REST,Medium,EbookFoundation/free-programming-books,440.15279100002954,130873,2024-11-14T17:48:42.697Z
150,GRAPHQL,Medium,EbookFoundation/free-programming-books,374.80629199999385,4087,2024-11-14T17:48:43.072Z
151,REST,Complex,EbookFoundation/free-programming-books,1058.017416000017,735034,2024-11-14T17:48:45.136Z
151,GRAPHQL,Complex,EbookFoundation/free-programming-books,462.42312499997206,10429,2024-11-14T17:48:45.599Z
152,REST,Complex,EbookFoundation/free-programming-books,843.0198749999981,735034,2024-11-14T17:48:47.447Z
152,GRAPHQL,Complex,EbookFoundation/free-programming-books,398.05979099997785,10429,2024-11-14T17:48:47.845Z
153,REST,Complex,EbookFoundation/free-programming-books,887.6359170000069,735034,2024-11-14T17:48:49.739Z
153,GRAPHQL,Complex,EbookFoundation/free-programming-books,493.6867499999935,10429,2024-11-14T17:48:50.233Z
154,REST,Complex,EbookFoundation/free-programming-books,1081.9817909999983,735034,2024-11-14T17:48:52.324Z
154,GRAPHQL,Complex,EbookFoundation/free-programming-books,444.6182919999701,10429,2024-11-14T17:48:52.769Z
155,REST,Complex,EbookFoundation/free-programming-books,662.9459580000257,735034,2024-11-14T17:48:54.437Z
155,GRAPHQL,Complex,EbookFoundation/free-programming-books,537.9500000000116,10429,2024-11-14T17:48:54.975Z
156,REST,Complex,EbookFoundation/free-programming-books,748.8991660000174,735034,2024-11-14T17:48:56.730Z
156,GRAPHQL,Complex,EbookFoundation/free-programming-books,499.37362500000745,10429,2024-11-14T17:48:57.230Z
157,REST,Complex,EbookFoundation/free-programming-books,848.6179999999586,735034,2024-11-14T17:48:59.084Z
157,GRAPHQL,Complex,EbookFoundation/free-programming-books,433.84787500003586,10429,2024-11-14T17:48:59.518Z
158,REST,Complex,EbookFoundation/free-programming-books,746.2439590000431,735034,2024-11-14T17:49:01.269Z
158,GRAPHQL,Complex,EbookFoundation/free-programming-books,512.8156660000095,10429,2024-11-14T17:49:01.782Z
159,REST,Complex,EbookFoundation/free-programming-books,799.6660419999971,735034,2024-11-14T17:49:03.589Z
159,GRAPHQL,Complex,EbookFoundation/free-programming-books,449.03712500003166,10429,2024-11-14T17:49:04.038Z
160,REST,Complex,EbookFoundation/free-programming-books,900.7284160000272,735034,2024-11-14T17:49:05.945Z
160,GRAPHQL,Complex,EbookFoundation/free-programming-books,437.97441700001946,10429,2024-11-14T17:49:06.383Z
161,REST,Complex,EbookFoundation/free-programming-books,809.3127909999457,735034,2024-11-14T17:49:08.196Z
161,GRAPHQL,Complex,EbookFoundation/free-programming-books,383.8354999999865,10429,2024-11-14T17:49:08.580Z
162,REST,Complex,EbookFoundation/free-programming-books,658.4655839999905,735034,2024-11-14T17:49:10.244Z
162,GRAPHQL,Complex,EbookFoundation/free-programming-books,407.33862500003306,10429,2024-11-14T17:49:10.651Z
163,REST,Complex,EbookFoundation/free-programming-books,842.6653340000194,735034,2024-11-14T17:49:12.500Z
163,GRAPHQL,Complex,EbookFoundation/free-programming-books,483.3032499999972,10429,2024-11-14T17:49:12.983Z
164,REST,Complex,EbookFoundation/free-programming-books,671.0146249999525,735034,2024-11-14T17:49:14.658Z
164,GRAPHQL,Complex,EbookFoundation/free-programming-books,470.06387499999255,10429,2024-11-14T17:49:15.129Z
165,REST,Complex,EbookFoundation/free-programming-books,664.9680839999928,735034,2024-11-14T17:49:16.802Z
165,GRAPHQL,Complex,EbookFoundation/free-programming-books,493.95516700000735,10429,2024-11-14T17:49:17.296Z
166,REST,Complex,EbookFoundation/free-programming-books,565.1336250000168,735034,2024-11-14T17:49:18.868Z
166,GRAPHQL,Complex,EbookFoundation/free-programming-books,399.4860409999965,10429,2024-11-14T17:49:19.267Z
167,REST,Complex,EbookFoundation/free-programming-books,621.5344580000383,735034,2024-11-14T17:49:20.895Z
167,GRAPHQL,Complex,EbookFoundation/free-programming-books,499.6259999999893,10429,2024-11-14T17:49:21.394Z
168,REST,Complex,EbookFoundation/free-programming-books,619.0147500000312,735034,2024-11-14T17:49:23.018Z
168,GRAPHQL,Complex,EbookFoundation/free-programming-books,526.0194580000243,10429,2024-11-14T17:49:23.545Z
169,REST,Complex,EbookFoundation/free-programming-books,905.067791999958,735034,2024-11-14T17:49:25.470Z
169,GRAPHQL,Complex,EbookFoundation/free-programming-books,440.17291699995985,10429,2024-11-14T17:49:25.911Z
170,REST,Complex,EbookFoundation/free-programming-books,750.2087920000195,735034,2024-11-14T17:49:27.666Z
170,GRAPHQL,Complex,EbookFoundation/free-programming-books,488.2180830000434,10429,2024-11-14T17:49:28.154Z
171,REST,Complex,EbookFoundation/free-programming-books,743.3649580000201,735034,2024-11-14T17:49:29.904Z
171,GRAPHQL,Complex,EbookFoundation/free-programming-books,514.1881670000148,10429,2024-11-14T17:49:30.418Z
172,REST,Complex,EbookFoundation/free-programming-books,975.1298749999842,735034,2024-11-14T17:49:32.396Z
172,GRAPHQL,Complex,EbookFoundation/free-programming-books,432.13550000003306,10429,2024-11-14T17:49:32.828Z
173,REST,Complex,EbookFoundation/free-programming-books,645.8394170000101,735034,2024-11-14T17:49:34.487Z
173,GRAPHQL,Complex,EbookFoundation/free-programming-books,494.73737499996787,10429,2024-11-14T17:49:34.982Z
174,REST,Complex,EbookFoundation/free-programming-books,938.0208749999874,735034,2024-11-14T17:49:36.927Z
174,GRAPHQL,Complex,EbookFoundation/free-programming-books,478.2942080000066,10429,2024-11-14T17:49:37.406Z
175,REST,Complex,EbookFoundation/free-programming-books,662.8397090000217,735034,2024-11-14T17:49:39.074Z
175,GRAPHQL,Complex,EbookFoundation/free-programming-books,723.1239579999819,10429,2024-11-14T17:49:39.798Z
176,REST,Complex,EbookFoundation/free-programming-books,640.3570419999887,735034,2024-11-14T17:49:41.444Z
176,GRAPHQL,Complex,EbookFoundation/free-programming-books,443.4393750000163,10429,2024-11-14T17:49:41.887Z
177,REST,Complex,EbookFoundation/free-programming-books,698.2653750000172,735034,2024-11-14T17:49:43.592Z
177,GRAPHQL,Complex,EbookFoundation/free-programming-books,537.0266249999986,10429,2024-11-14T17:49:44.129Z
178,REST,Complex,EbookFoundation/free-programming-books,702.260083000001,735034,2024-11-14T17:49:45.847Z
178,GRAPHQL,Complex,EbookFoundation/free-programming-books,474.0323339999886,10429,2024-11-14T17:49:46.321Z
179,REST,Complex,EbookFoundation/free-programming-books,707.3253750000149,735034,2024-11-14T17:49:48.035Z
179,GRAPHQL,Complex,EbookFoundation/free-programming-books,486.5531250000349,10429,2024-11-14T17:49:48.522Z
180,REST,Complex,EbookFoundation/free-programming-books,689.0992090000072,735034,2024-11-14T17:49:50.216Z
180,GRAPHQL,Complex,EbookFoundation/free-programming-books,411.7644159999909,10429,2024-11-14T17:49:50.628Z
181,REST,Basic,sindresorhus/awesome,309.57191699999385,5475,2024-11-14T17:49:51.939Z
181,GRAPHQL,Basic,sindresorhus/awesome,250.3852500000503,146,2024-11-14T17:49:52.190Z
182,REST,Basic,sindresorhus/awesome,353.33237499999814,5475,2024-11-14T17:49:53.545Z
182,GRAPHQL,Basic,sindresorhus/awesome,308.5806250000023,146,2024-11-14T17:49:53.854Z
183,REST,Basic,sindresorhus/awesome,375.35204099997645,5475,2024-11-14T17:49:55.231Z
183,GRAPHQL,Basic,sindresorhus/awesome,292.13770799996564,146,2024-11-14T17:49:55.523Z
184,REST,Basic,sindresorhus/awesome,280.45208400004776,5475,2024-11-14T17:49:56.805Z
184,GRAPHQL,Basic,sindresorhus/awesome,245.053041999985,146,2024-11-14T17:49:57.050Z
185,REST,Basic,sindresorhus/awesome,325.26412499998696,5475,2024-11-14T17:49:58.378Z
185,GRAPHQL,Basic,sindresorhus/awesome,281.17775000003166,146,2024-11-14T17:49:58.659Z
186,REST,Basic,sindresorhus/awesome,288.4157919999561,5475,2024-11-14T17:49:59.948Z
186,GRAPHQL,Basic,sindresorhus/awesome,281.92854200000875,146,2024-11-14T17:50:00.230Z
187,REST,Basic,sindresorhus/awesome,297.7042500000098,5475,2024-11-14T17:50:01.531Z
187,GRAPHQL,Basic,sindresorhus/awesome,287.5665830000071,146,2024-11-14T17:50:01.819Z
188,REST,Basic,sindresorhus/awesome,282.6914159999578,5475,2024-11-14T17:50:03.103Z
188,GRAPHQL,Basic,sindresorhus/awesome,376.39870899997186,146,2024-11-14T17:50:03.479Z
189,REST,Basic,sindresorhus/awesome,263.0604160000221,5475,2024-11-14T17:50:04.744Z
189,GRAPHQL,Basic,sindresorhus/awesome,268.97916699998314,146,2024-11-14T17:50:05.013Z
190,REST,Basic,sindresorhus/awesome,286.24895799998194,5475,2024-11-14T17:50:06.302Z
190,GRAPHQL,Basic,sindresorhus/awesome,344.15474999998696,146,2024-11-14T17:50:06.646Z
191,REST,Basic,sindresorhus/awesome,337.20858299999963,5475,2024-11-14T17:50:07.985Z
191,GRAPHQL,Basic,sindresorhus/awesome,304.7867500000284,146,2024-11-14T17:50:08.290Z
192,REST,Basic,sindresorhus/awesome,330.2946670000092,5475,2024-11-14T17:50:09.622Z
192,GRAPHQL,Basic,sindresorhus/awesome,413.8363749999553,146,2024-11-14T17:50:10.036Z
193,REST,Basic,sindresorhus/awesome,328.34245799999917,5475,2024-11-14T17:50:11.366Z
193,GRAPHQL,Basic,sindresorhus/awesome,408.17795799998567,146,2024-11-14T17:50:11.774Z
194,REST,Basic,sindresorhus/awesome,329.36483399994904,5475,2024-11-14T17:50:13.106Z
194,GRAPHQL,Basic,sindresorhus/awesome,307.13591599999927,146,2024-11-14T17:50:13.414Z
195,REST,Basic,sindresorhus/awesome,279.5413749999716,5475,2024-11-14T17:50:14.694Z
195,GRAPHQL,Basic,sindresorhus/awesome,464.02966699999524,146,2024-11-14T17:50:15.158Z
196,REST,Basic,sindresorhus/awesome,325.27666699996917,5475,2024-11-14T17:50:16.487Z
196,GRAPHQL,Basic,sindresorhus/awesome,305.0582079999731,146,2024-11-14T17:50:16.792Z
197,REST,Basic,sindresorhus/awesome,330.5093749999651,5475,2024-11-14T17:50:18.123Z
197,GRAPHQL,Basic,sindresorhus/awesome,307.2830829999875,146,2024-11-14T17:50:18.431Z
198,REST,Basic,sindresorhus/awesome,417.04883400001563,5475,2024-11-14T17:50:19.865Z
198,GRAPHQL,Basic,sindresorhus/awesome,306.21141600003466,146,2024-11-14T17:50:20.171Z
199,REST,Basic,sindresorhus/awesome,333.6267920000246,5475,2024-11-14T17:50:21.505Z
199,GRAPHQL,Basic,sindresorhus/awesome,283.0855829999782,146,2024-11-14T17:50:21.789Z
200,REST,Basic,sindresorhus/awesome,352.2539579999866,5475,2024-11-14T17:50:23.142Z
200,GRAPHQL,Basic,sindresorhus/awesome,302.58566599996993,146,2024-11-14T17:50:23.445Z
201,REST,Basic,sindresorhus/awesome,332.2180839999928,5475,2024-11-14T17:50:24.779Z
201,GRAPHQL,Basic,sindresorhus/awesome,308.5838750000112,146,2024-11-14T17:50:25.088Z
202,REST,Basic,sindresorhus/awesome,329.41608399996767,5475,2024-11-14T17:50:26.419Z
202,GRAPHQL,Basic,sindresorhus/awesome,307.5492080000113,146,2024-11-14T17:50:26.726Z
203,REST,Basic,sindresorhus/awesome,329.17137500003446,5475,2024-11-14T17:50:28.057Z
203,GRAPHQL,Basic,sindresorhus/awesome,306.12416599999415,146,2024-11-14T17:50:28.363Z
204,REST,Basic,sindresorhus/awesome,329.1435840000049,5475,2024-11-14T17:50:29.694Z
204,GRAPHQL,Basic,sindresorhus/awesome,275.32870800001547,146,2024-11-14T17:50:29.969Z
205,REST,Basic,sindresorhus/awesome,362.1519579999731,5475,2024-11-14T17:50:31.333Z
205,GRAPHQL,Basic,sindresorhus/awesome,307.117957999988,146,2024-11-14T17:50:31.640Z
206,REST,Basic,sindresorhus/awesome,260.71341600001324,5475,2024-11-14T17:50:32.903Z
206,GRAPHQL,Basic,sindresorhus/awesome,379.1262080000015,146,2024-11-14T17:50:33.282Z
207,REST,Basic,sindresorhus/awesome,270.5729580000043,5475,2024-11-14T17:50:34.554Z
207,GRAPHQL,Basic,sindresorhus/awesome,241.828125,146,2024-11-14T17:50:34.796Z
208,REST,Basic,sindresorhus/awesome,411.7428749999963,5475,2024-11-14T17:50:36.209Z
208,GRAPHQL,Basic,sindresorhus/awesome,565.476874999993,146,2024-11-14T17:50:36.775Z
209,REST,Basic,sindresorhus/awesome,268.7471249999944,5475,2024-11-14T17:50:38.046Z
209,GRAPHQL,Basic,sindresorhus/awesome,383.89187499997206,146,2024-11-14T17:50:38.430Z
210,REST,Basic,sindresorhus/awesome,1260.7618340000045,5475,2024-11-14T17:50:40.918Z
210,GRAPHQL,Basic,sindresorhus/awesome,257.85020800004713,146,2024-11-14T17:50:41.177Z
211,REST,Medium,sindresorhus/awesome,844.4561669999966,341385,2024-11-14T17:50:43.028Z
211,GRAPHQL,Medium,sindresorhus/awesome,311.7746669999906,1460,2024-11-14T17:50:43.340Z
212,REST,Medium,sindresorhus/awesome,407.7911670000176,341385,2024-11-14T17:50:44.751Z
212,GRAPHQL,Medium,sindresorhus/awesome,339.687707999954,1460,2024-11-14T17:50:45.091Z
213,REST,Medium,sindresorhus/awesome,426.0146250000107,341385,2024-11-14T17:50:46.523Z
213,GRAPHQL,Medium,sindresorhus/awesome,392.40200000000186,1460,2024-11-14T17:50:46.915Z
214,REST,Medium,sindresorhus/awesome,494.10150000004796,341385,2024-11-14T17:50:48.415Z
214,GRAPHQL,Medium,sindresorhus/awesome,296.7463749999879,1460,2024-11-14T17:50:48.712Z
215,REST,Medium,sindresorhus/awesome,412.13362499995856,341385,2024-11-14T17:50:50.130Z
215,GRAPHQL,Medium,sindresorhus/awesome,297.5476250000065,1460,2024-11-14T17:50:50.428Z
216,REST,Medium,sindresorhus/awesome,377.4602500000037,341385,2024-11-14T17:50:51.809Z
216,GRAPHQL,Medium,sindresorhus/awesome,298.50887499999953,1460,2024-11-14T17:50:52.107Z
217,REST,Medium,sindresorhus/awesome,430.54912500001956,341385,2024-11-14T17:50:53.540Z
217,GRAPHQL,Medium,sindresorhus/awesome,261.4756669999915,1460,2024-11-14T17:50:53.802Z
218,REST,Medium,sindresorhus/awesome,372.39024999999674,341385,2024-11-14T17:50:55.178Z
218,GRAPHQL,Medium,sindresorhus/awesome,300.03208400000585,1460,2024-11-14T17:50:55.478Z
219,REST,Medium,sindresorhus/awesome,425.84895800001686,341385,2024-11-14T17:50:56.907Z
219,GRAPHQL,Medium,sindresorhus/awesome,317.116875000007,1460,2024-11-14T17:50:57.224Z
220,REST,Medium,sindresorhus/awesome,455.6038749999716,341385,2024-11-14T17:50:58.683Z
220,GRAPHQL,Medium,sindresorhus/awesome,313.5580830000108,1460,2024-11-14T17:50:58.996Z
221,REST,Medium,sindresorhus/awesome,417.6045409999788,341385,2024-11-14T17:51:00.418Z
221,GRAPHQL,Medium,sindresorhus/awesome,327.61525000003166,1460,2024-11-14T17:51:00.746Z
222,REST,Medium,sindresorhus/awesome,474.29570800001966,341385,2024-11-14T17:51:02.224Z
